Dataset index,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Temperature difference [K],Power [W],Overstrain indicator,Actual failure,Failure probability,Corrective action,Preventive action,Predictive action
5169,L,304.1,313.3,1470,39.9,70,9.199999999999989,6142.127797033404,2793.0,0,0.00363972720324028,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
9765,L,298.6,309.6,1472,39.1,14,11.0,6027.166449863042,547.4,0,0.003639864083070806,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
4106,L,301.9,310.5,1425,51.1,173,8.600000000000023,7625.430768425825,8840.300000000001,0,0.006322492315484188,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
997,M,296.3,307.2,1446,45.9,180,10.899999999999977,6950.396754948986,8262.0,0,0.0037207035156164884,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
3596,L,301.7,310.5,1354,50.0,169,8.800000000000011,7089.527421600967,8450.0,0,0.018488729338504928,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
1238,M,297.1,308.4,1615,32.6,184,11.299999999999955,5513.390387294968,5998.400000000001,0,0.003710140471297408,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
943,M,295.6,306.2,1477,45.0,40,10.599999999999966,6960.198524028186,1800.0,0,0.004526310273102598,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
8180,M,299.7,311.2,1616,42.3,180,11.5,7158.307356763558,7613.999999999999,0,0.003979430229319155,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
4626,L,303.0,311.2,1664,29.8,186,8.199999999999989,5192.759441069594,5542.8,0,0.003793638066950488,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
1198,H,296.9,307.9,1557,36.5,63,11.0,5951.2760433278245,2299.5,0,0.003742465598622174,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
3446,H,301.6,310.6,1400,49.5,211,9.0,7257.079029792421,10444.5,0,0.03547288896524811,CONTINUE OPERATION,PERFORM MAINTENANCE,CONTINUE OPERATION
7262,M,300.4,310.6,1545,35.6,16,10.200000000000045,5759.7959710915275,569.6,0,0.0036449305754112198,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
3830,L,302.3,310.9,1891,22.7,135,8.599999999999966,4495.1687923399795,3064.5,0,0.003690333553377252,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
8345,H,298.8,309.8,1490,35.9,171,11.0,5601.564421105721,6138.9,0,0.0036956523633410038,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
5110,M,304.0,313.5,1732,26.2,126,9.5,4752.014935721969,3301.2,0,0.0036622611818286723,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
5477,L,302.7,312.1,1763,26.5,184,9.400000000000034,4892.454599312945,4876.0,0,0.0036932044553841304,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
2544,L,299.2,309.0,1951,21.4,102,9.800000000000011,4372.196383902963,2182.7999999999997,0,0.003642496438592583,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
1402,M,298.9,310.1,1313,56.8,171,11.200000000000045,7809.8317852160335,9712.8,0,0.0037464390412358375,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
7397,L,299.7,310.6,1737,26.1,144,10.900000000000034,4747.543402178359,3758.4,0,0.003843815868197489,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
6913,L,300.8,311.2,1481,38.5,181,10.399999999999977,5970.963357290321,6968.5,0,0.003638926025097612,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
293,H,298.1,308.5,1392,44.8,111,10.399999999999977,6530.491480870174,4972.799999999999,0,0.0037233428125303474,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
8286,M,298.8,310.5,1678,32.8,4,11.699999999999989,5763.607770177882,131.2,0,0.003645477640388993,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
5119,L,304.2,313.6,1411,46.0,149,9.400000000000034,6796.940425796637,6854.0,0,0.003809553307381453,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
7714,L,300.5,311.5,1487,43.0,78,11.0,6695.885862106166,3354.0,0,0.003703305307147723,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
8290,M,298.9,310.6,1679,35.8,14,11.700000000000045,6294.515984683532,501.19999999999993,0,0.003645477640388993,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
8513,M,298.2,309.5,1478,36.5,182,11.300000000000011,5649.316629440285,6643.0,0,0.003644851114319044,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
9816,M,298.5,309.2,1721,29.4,170,10.699999999999989,5298.547337691473,4998.0,0,0.0038083460800126395,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
3500,H,301.9,311.0,1871,26.0,132,9.100000000000023,5094.197207550968,3432.0,0,0.0037487918281591233,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
5795,M,301.9,311.4,1465,39.9,153,9.5,6121.236205887032,6104.7,0,0.0036608169210988707,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
1480,M,298.2,309.3,2056,18.7,144,11.100000000000023,4026.181369036583,2692.7999999999997,0,0.003730944376741862,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
9001,L,297.0,307.8,1500,39.9,175,10.800000000000011,6267.477343911637,6982.5,0,0.003638926025097612,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
9212,L,298.0,308.9,1390,53.9,88,10.899999999999977,7845.70877332003,4743.2,0,0.0037166164884225063,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
2810,L,299.8,309.1,1772,24.8,113,9.300000000000011,4601.97247058652,2802.4,0,0.0037607644007635575,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
2856,H,300.5,309.3,1471,45.2,223,8.800000000000011,6962.732742102083,10079.6,0,0.01505848895610885,CONTINUE OPERATION,PERFORM MAINTENANCE,CONTINUE OPERATION
1082,H,297.1,307.9,1420,39.8,192,10.799999999999955,5918.341680342691,7641.599999999999,0,0.0039767771010200915,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
7928,L,300.6,311.7,1497,43.6,198,11.099999999999966,6834.974640856098,8632.800000000001,0,0.0036880611422211336,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
7680,L,300.7,311.7,1395,43.7,215,11.0,6383.873351727139,9395.5,0,0.015346995817709925,CONTINUE OPERATION,PERFORM MAINTENANCE,CONTINUE OPERATION
8801,L,297.4,308.6,1488,36.4,71,11.200000000000045,5671.9570404971555,2584.4,0,0.003638926025097612,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
7985,L,301.0,312.2,1540,34.1,113,11.199999999999989,5499.253220353813,3853.3,0,0.0036499932221228373,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
1946,L,298.2,308.1,1622,34.9,67,9.900000000000034,5927.954953862676,2338.2999999999997,0,0.003638926025097612,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
9633,H,299.1,310.1,1421,41.2,149,11.0,6130.839007431506,6138.8,0,0.0036678311499992455,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
6840,L,301.1,311.1,1799,21.7,206,10.0,4088.0812162878137,4470.2,0,0.011707177797880452,CONTINUE OPERATION,PERFORM MAINTENANCE,CONTINUE OPERATION
8105,L,300.4,311.9,1476,48.7,189,11.5,7527.381661707288,9204.300000000001,0,0.003950640394788788,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
4601,M,303.0,311.1,1372,54.3,117,8.100000000000023,7801.579868512606,6353.099999999999,1,0.9823507233379146,REPAIR AFTER FAILURE,CONTINUE OPERATION,PERFORM MAINTENANCE
3592,H,301.6,310.4,1369,45.4,156,8.799999999999955,6508.605052050166,7082.4,0,0.008539345748761588,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
873,L,295.9,306.4,1892,21.7,72,10.5,4299.4161540948,1562.3999999999999,0,0.003723348512551475,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
3909,H,302.3,311.3,1744,30.3,116,9.0,5533.726963739205,3514.8,0,0.0037254302886811667,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
7305,M,300.0,310.5,1790,25.7,123,10.5,4817.422894769708,3161.1,0,0.003683742501069885,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
166,H,298.4,308.2,1612,32.6,10,9.800000000000011,5503.148795244264,326.0,0,0.003638926025097612,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
1731,M,298.3,307.9,1485,42.0,117,9.599999999999966,6531.37112681318,4914.0,0,0.0036401305849835795,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
1150,L,297.1,307.9,1456,50.0,166,10.799999999999955,7623.598172711232,8300.0,0,0.003691271469563581,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
5083,L,304.1,313.1,1327,54.1,57,9.0,7517.904523868959,3083.7000000000003,0,0.004272662619952882,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
1889,H,297.7,307.4,1432,40.2,132,9.699999999999989,6028.339311120382,5306.400000000001,0,0.0036716432138912485,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
8583,L,297.4,308.0,1423,38.0,154,10.600000000000023,5662.616038340482,5852.0,0,0.003692732092990549,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
8307,M,298.7,310.1,1402,69.7,64,11.400000000000034,10233.151638440082,4460.8,1,0.936471008460216,REPAIR AFTER FAILURE,CONTINUE OPERATION,PERFORM MAINTENANCE
7424,M,300.1,311.4,1575,29.8,210,11.299999999999955,4915.021706541232,6258.0,0,0.12834630486901616,CONTINUE OPERATION,PERFORM MAINTENANCE,PERFORM MAINTENANCE
6838,L,301.1,311.1,1570,41.6,202,10.0,6839.45664637522,8403.2,0,0.004118502996788264,CONTINUE OPERATION,PERFORM MAINTENANCE,CONTINUE OPERATION
2029,L,298.7,308.5,1668,35.2,77,9.800000000000011,6148.473814193656,2710.4,0,0.0036612248707719197,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
377,M,297.4,308.2,1424,53.9,120,10.800000000000011,8037.618196552319,6468.0,0,0.0037589884669132524,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
7366,H,299.6,310.1,1531,36.8,62,10.5,5899.994779245727,2281.6,0,0.0036522107070287926,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
1821,L,298.1,307.6,1354,43.3,155,9.5,6139.530747106437,6711.5,0,0.003948086167318578,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
5433,L,302.9,312.5,1550,45.5,72,9.600000000000023,7385.360729814006,3276.0,0,0.0037653092338026635,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
3128,M,300.1,309.5,1462,42.8,50,9.399999999999977,6552.692068955543,2140.0,0,0.003639864083070806,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
8983,M,297.0,307.7,1261,51.1,130,10.699999999999989,6747.8373326210285,6643.0,0,0.00383994516144257,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
8537,L,298.6,309.5,1730,30.2,41,10.899999999999977,5471.188325981744,1238.2,0,0.0036978366122395524,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
5640,L,302.6,312.1,1420,51.6,182,9.5,7673.02589712771,9391.2,0,0.004396165906926848,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
7630,L,300.5,311.6,1534,37.7,90,11.100000000000023,6056.13193412914,3393.0000000000005,0,0.003667886232279302,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
9857,M,298.6,309.5,1366,55.0,65,10.899999999999977,7867.595202140039,3575.0,0,0.0036685250687283344,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
3794,M,302.2,310.8,1356,48.3,36,8.600000000000023,6858.599417611092,1738.8,0,0.9781915481477206,CONTINUE OPERATION,CONTINUE OPERATION,PERFORM MAINTENANCE
5505,L,302.8,312.2,1746,27.4,44,9.399999999999977,5009.834972826571,1205.6,0,0.003652438653952215,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
1867,L,298.1,307.9,1502,41.8,79,9.799999999999955,6574.68321753067,3302.2,0,0.003638926025097612,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
9475,L,298.8,309.6,1523,41.9,165,10.800000000000011,6682.555037279432,6913.5,0,0.0036418305662161837,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
5837,M,301.3,311.1,1834,25.4,22,9.800000000000011,4878.223184592182,558.8,0,0.0036436362829872517,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
5286,L,303.8,313.1,1422,42.4,152,9.300000000000011,6313.847251478622,6444.8,0,0.0036718869518319723,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
4488,M,302.5,310.4,1509,37.6,45,7.899999999999977,5941.631353881304,1692.0,0,0.003638926025097612,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
9386,M,297.5,308.0,2033,16.7,128,10.5,3555.3508780430807,2137.6,0,0.004008286511970763,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
3513,M,301.9,311.1,1417,52.5,171,9.200000000000045,7790.36438273929,8977.5,0,0.005052017943935482,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
1791,L,298.1,307.8,1524,40.8,71,9.699999999999989,6511.390597536348,2896.7999999999997,0,0.003656019427789882,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
55,L,298.8,309.1,1512,40.7,156,10.300000000000011,6444.286178455672,6349.200000000001,0,0.003642097068128957,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
8025,M,300.8,312.0,1422,50.7,219,11.199999999999989,7549.812633253919,11103.300000000001,0,0.1969892870372695,CONTINUE OPERATION,PERFORM MAINTENANCE,PERFORM MAINTENANCE
9636,L,299.2,310.3,1507,41.3,158,11.100000000000023,6517.663310868017,6525.4,0,0.0036418305662161837,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
7677,L,300.6,311.7,1428,52.6,208,11.099999999999966,7865.79402235198,10940.800000000001,0,0.22960428479383785,CONTINUE OPERATION,PERFORM MAINTENANCE,PERFORM MAINTENANCE
1990,L,298.2,307.8,1423,48.1,183,9.600000000000023,7167.679774846769,8802.300000000001,0,0.0036542091901684793,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
5972,L,300.5,310.8,1445,46.6,155,10.300000000000011,7051.51415049253,7223.0,0,0.00377500245347081,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
4765,L,303.7,312.0,1892,22.5,79,8.300000000000011,4457.919975443917,1777.5,0,0.004605899389331316,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
3886,L,302.4,311.3,1392,50.5,51,8.900000000000034,7361.379905891603,2575.5,0,0.003844508372198603,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
7421,M,300.1,311.4,1342,48.5,203,11.299999999999955,6815.894701473296,9845.5,0,0.00812826405532569,CONTINUE OPERATION,PERFORM MAINTENANCE,CONTINUE OPERATION
9320,L,298.4,309.3,1409,43.1,166,10.900000000000034,6359.410816931187,7154.6,0,0.003643035126102151,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
4650,L,303.3,311.4,1658,30.5,7,8.099999999999966,5295.5732966460755,213.5,0,0.0036960074805539042,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
591,H,297.5,309.3,1525,41.7,235,11.800000000000011,6659.3910274469645,9799.5,0,0.006243864044934277,CONTINUE OPERATION,PERFORM MAINTENANCE,CONTINUE OPERATION
6497,L,300.8,309.9,1312,65.3,192,9.099999999999966,8971.718412219681,12537.599999999999,1,0.9931375611834387,REPAIR AFTER FAILURE,CONTINUE OPERATION,PERFORM MAINTENANCE
8035,L,300.7,311.7,1910,19.7,13,11.0,3940.290225887438,256.09999999999997,0,0.003722220659007093,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
2094,L,299.4,309.3,1377,43.6,28,9.900000000000034,6287.080882070038,1220.8,0,0.0038452848849423946,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
4720,M,303.4,311.7,1353,44.1,192,8.300000000000011,6248.345044651275,8467.2,1,0.5713853437794867,REPAIR AFTER FAILURE,CONTINUE OPERATION,PERFORM MAINTENANCE
7574,L,300.4,311.1,1487,37.4,162,10.700000000000045,5823.863517273735,6058.8,0,0.003658370914174998,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
6848,M,301.1,311.3,1389,53.3,8,10.199999999999989,7752.790934602354,426.4,0,0.004106652909805143,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
9023,L,297.4,308.3,1706,30.9,9,10.900000000000034,5520.343779034912,278.09999999999997,0,0.003638926025097612,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
5874,M,301.5,311.1,1660,33.8,115,9.600000000000023,5875.6160202538695,3886.9999999999995,0,0.0036536110876692245,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
1210,L,297.0,308.1,1537,39.0,103,11.100000000000023,6277.216281137767,4017.0,0,0.0036404426947292596,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
9547,L,299.6,311.1,1679,30.7,129,11.5,5397.811193569398,3960.2999999999997,0,0.003689141993391208,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
5856,H,301.2,310.9,1598,35.9,71,9.699999999999989,6007.583855655665,2548.9,0,0.0036439861539669257,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
754,M,296.9,308.1,1483,44.3,219,11.200000000000045,6879.763280120775,9701.699999999999,0,0.004649939737396668,CONTINUE OPERATION,PERFORM MAINTENANCE,CONTINUE OPERATION
4960,L,303.9,312.7,1339,62.3,156,8.800000000000011,8735.690556155483,9718.8,0,0.042460282295436594,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
9069,M,297.2,308.2,1678,28.1,133,11.0,4937.724949451173,3737.3,0,0.003640100013952964,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
9354,M,298.2,308.8,1607,31.9,39,10.600000000000023,5368.2802226256545,1244.1,0,0.0036918254572530763,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
1247,L,297.2,308.5,1513,42.9,212,11.300000000000011,6797.11844938034,9094.8,0,0.008750292221448516,CONTINUE OPERATION,PERFORM MAINTENANCE,CONTINUE OPERATION
732,L,297.2,308.6,1924,22.1,163,11.400000000000034,4452.725875589982,3602.3,0,0.0037626993146592513,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
5367,M,303.1,312.5,1766,26.7,157,9.399999999999977,4937.7668373532215,4191.9,0,0.0037555303359848293,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
8708,M,297.2,308.5,1364,54.0,43,11.300000000000011,7713.238283093659,2322.0,0,0.004347673543510594,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
2105,L,299.3,309.1,1495,44.0,55,9.800000000000011,6888.46549177122,2420.0,0,0.003638926025097612,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
8536,M,298.6,309.5,1426,45.4,38,10.899999999999977,6779.598834348821,1725.2,0,0.004332494869344871,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
8169,M,299.8,311.2,1745,26.3,150,11.399999999999977,4805.956081584106,3945.0,0,0.003778370588434761,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
8298,H,298.7,310.1,1435,45.6,37,11.400000000000034,6852.4418960100575,1687.2,0,0.018299758123636288,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
2401,M,299.2,308.6,1367,47.6,168,9.400000000000034,6814.030689832166,7996.8,0,0.0038675403462496197,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
5996,M,300.5,310.2,1386,48.2,225,9.699999999999989,6995.824184719895,10845.0,0,0.038124454825522555,CONTINUE OPERATION,PERFORM MAINTENANCE,CONTINUE OPERATION
9071,L,297.0,308.1,1429,54.0,138,11.100000000000023,8080.804623563667,7452.0,0,0.0038233065190106637,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
4288,M,301.7,310.0,1391,50.6,195,8.300000000000011,7370.658076195206,9867.0,0,0.011198393311584951,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
1754,M,298.0,307.4,1463,46.5,182,9.399999999999977,7124.032580912895,8463.0,0,0.003956730018747278,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
1361,M,298.6,310.1,1458,41.9,61,11.5,6397.350784211038,2555.9,0,0.0036663166888374716,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
4026,M,302.1,311.0,1574,34.1,215,8.899999999999977,5620.665304439547,7331.5,0,0.07069361858858135,CONTINUE OPERATION,PERFORM MAINTENANCE,CONTINUE OPERATION
7441,M,299.9,311.4,1337,54.8,32,11.5,7672.565130205183,1753.6,0,0.00389509929122324,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
120,L,298.9,308.7,1433,44.7,108,9.800000000000011,6707.834386165318,4827.6,0,0.0036409796989197553,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
8787,M,297.5,308.5,1699,30.1,40,11.0,5355.3578048438885,1204.0,0,0.003664912822841278,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
5553,L,302.5,311.9,1306,59.7,172,9.399999999999977,8164.8108111206575,10268.4,0,0.018323789145745638,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
518,L,297.6,309.5,1924,20.6,37,11.899999999999977,4150.504662314644,762.2,0,0.003690934279887146,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
2838,L,300.3,309.3,1478,39.5,180,9.0,6113.644023640857,7110.0,0,0.0036822550301933037,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
5019,M,304.0,313.1,1466,39.5,83,9.100000000000023,6064.006859714138,3278.5,0,0.00363972720324028,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
9130,L,297.6,308.6,1576,32.7,83,11.0,5396.7535240426905,2714.1000000000004,0,0.003638926025097612,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
2809,L,299.9,309.2,1598,34.6,111,9.300000000000011,5790.039036370084,3840.6000000000004,0,0.0036433883980848576,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
7220,L,299.8,309.7,1429,42.6,127,9.899999999999977,6374.856980811337,5410.2,0,0.003640714264850687,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
1710,L,298.2,307.8,1530,35.9,68,9.600000000000023,5751.941989457552,2441.2,0,0.0036515914882665848,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
5637,M,302.5,312.0,1487,46.1,175,9.5,7178.612517281262,8067.5,0,0.003737436890907269,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
4628,M,303.0,311.1,1597,36.7,191,8.100000000000023,6137.614375587747,7009.700000000001,0,0.003794768367398397,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
6295,H,301.1,310.6,1782,24.9,93,9.5,4646.604030218519,2315.7,0,0.00366579745086296,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
6058,M,300.9,310.9,1636,35.3,153,10.0,6047.649633964447,5400.9,0,0.003651190939433924,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
823,M,296.6,307.5,1482,39.9,153,10.899999999999977,6192.267615784698,6104.7,0,0.003638926025097612,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
4618,M,303.0,311.3,1335,53.6,164,8.300000000000011,7493.326797342375,8790.4,1,0.9792715345962686,REPAIR AFTER FAILURE,CONTINUE OPERATION,PERFORM MAINTENANCE
2192,L,299.6,309.0,1472,48.8,72,9.399999999999977,7522.397001363591,3513.6,0,0.0036436704844917617,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
3575,L,301.7,310.5,1567,39.1,114,8.800000000000011,6416.147980255018,4457.400000000001,0,0.003792727740784143,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
1052,L,296.7,307.7,1927,23.9,112,11.0,4822.899737962466,2676.7999999999997,0,0.003822131233974383,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
6112,L,300.7,310.8,1925,22.0,74,10.100000000000023,4434.881629317591,1628.0,0,0.003676727056326256,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
8419,L,299.0,310.3,1431,39.9,157,11.300000000000011,5979.173386091702,6264.3,0,0.003673341479590717,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
133,M,298.7,308.4,1430,49.6,135,9.699999999999989,7427.5627911272295,6696.0,0,0.0036670163891023367,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
8649,L,297.4,308.4,1328,61.8,98,11.0,8594.392190572526,6056.4,0,0.009152813992003534,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
4367,H,302.0,309.9,1447,42.8,185,7.899999999999977,6485.461986168721,7917.999999999999,0,0.00475482848318319,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
8162,L,299.6,311.0,1574,35.0,133,11.399999999999977,5769.011309542057,4655.0,0,0.003662621844923955,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
6583,M,301.5,310.5,1503,38.2,200,9.0,6012.4428522932185,7640.000000000001,0,0.004680018617963725,CONTINUE OPERATION,PERFORM MAINTENANCE,CONTINUE OPERATION
97,M,298.9,308.9,1750,29.9,50,10.0,5479.4611866361965,1495.0,0,0.003667081235538821,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
7133,M,300.5,309.9,1552,41.3,116,9.399999999999977,6712.284975757902,4790.799999999999,0,0.0036831973386646545,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
9075,L,297.3,308.1,1506,36.0,150,10.800000000000011,5677.486243567475,5400.0,0,0.003638926025097612,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
6022,L,300.7,310.9,1521,39.4,61,10.199999999999989,6275.582652957898,2403.4,0,0.003638926025097612,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
9411,L,298.0,308.5,1404,46.6,201,10.5,6851.436586360908,9366.6,0,0.004300364205200499,CONTINUE OPERATION,PERFORM MAINTENANCE,CONTINUE OPERATION
1272,H,298.0,309.4,1562,38.1,58,11.399999999999977,6232.103010632217,2209.8,0,0.0036404426947292596,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
